#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-03-31T19:04:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5abfdb1b1d11f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:B/ocl&tab:{B/ocl/clusters}&key:source=B/ocl/clusters&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/ocl/clusters
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=Age
#

#RESOURCE=yCat_102022
#Name: B/ocl
#Title: Optically visible open clusters and Candidates (Dias+ 2002-2015)
#Coosys	G:	galactic
#Table	B_ocl_clusters:
#Name: B/ocl/clusters
#Title: The Catalogue Data File (V3.5)
#Column	_Glon	(F7.3)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F7.3)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A8)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I5)	[25/15000]? Distance from WEBDA [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	Age	(F6.3)	[6/10.1]? Age (in log t)	[ucd=time.age]
_Glon	_Glat	Cluster	RAJ2000	DEJ2000	Dist	Age
310.229	 +0.115	NGC 5316         	13 53 57	-61 52 06	 1215	 8.202
309.437	 -3.242	Loden 1002       	13 54 18	-65 19 00	 1332	 8.000
318.254	+29.026	ESO 445 74       	13 54 39	-31 57 30	 2048	 8.200
310.748	 +0.070	Loden 1101       	13 58 18	-61 47 00	 2088	 6.550
311.885	 +3.837	Loden 1177       	13 59 18	-57 51 00	 4167	 9.175
311.759	 +3.319	Loden 1171       	13 59 24	-58 23 00	  500	 8.450
311.519	 +2.382	Loden 1152       	13 59 30	-59 21 00	 1711	 8.065
310.849	 -0.337	Lynga 1          	14 00 02	-62 09 00	 1900	 8.000
308.680	 -8.291	NGC 5359         	14 00 09	-70 23 30	 2500	 8.300
311.602	 +2.114	NGC 5381         	14 00 41	-59 35 12	 2630	 8.400
312.302	 +2.838	Loden 1202       	14 04 24	-58 42 00	 1063	 8.645
309.950	 -5.609	Ruprecht 110     	14 05 26	-67 28 00	 1300	 8.740
312.180	 +1.832	Loden 1194       	14 05 42	-59 42 00	  500	 8.530
315.746	+12.628	NGC 5460         	14 07 27	-48 20 36	  700	 8.200
312.580	 +1.693	Loden 1225       	14 09 03	-59 43 00	 1500	 8.670
312.001	 -0.864	ASCC 77          	14 10 48	-62 19 48	 2200	 6.990
313.769	 +3.255	Loden 1289       	14 14 06	-57 52 00	 1753	 8.600
311.789	 -3.195	ESO 097 15       	14 15 29	-64 36 42	 3274	 8.250
307.221	-16.341	ESO 021 06       	14 15 52	-78 30 12	 1222	 9.350
313.589	 +1.980	Loden 1282       	14 15 54	-59 08 00	 1349	 8.150
313.921	 +2.042	Ruprecht 167     	14 18 11	-58 58 00	 2000	 8.570
313.112	 -0.288	Loden 1256       	14 18 12	-61 26 00	 1400	 8.410
314.642	 +3.960	ESO 175 06       	14 18 32	-56 55 06	  550	 8.600
313.865	 -0.452	Lynga 2          	14 24 35	-61 19 50	  900	 7.950
316.315	 +5.607	NGC 5593         	14 25 39	-54 47 54	  850	 8.770
314.841	 +0.994	NGC 5606         	14 27 47	-59 37 54	 1805	 7.075
314.670	 -0.100	NGC 5617         	14 29 44	-60 42 42	 2000	 7.900
315.674	 +2.186	Loden 1378       	14 30 23	-58 13 00	 1346	 8.840
314.712	 -0.302	Pismis 19        	14 30 40	-60 53 00	 1500	 8.900
314.647	 -0.581	Trumpler 22      	14 31 02	-61 10 00	 1516	 7.950
316.445	 +3.309	Turner 7         	14 32 33	-56 53 12	 1800	 9.900
314.595	 -1.478	Loden 1339       	14 33 29	-62 01 00	 1278	 8.090
314.898	 -0.900	Hogg 17          	14 33 58	-61 22 00	 1310	 8.030
316.999	 +3.895	FSR 1688         	14 34 37	-56 07 58	 1469	 8.455
316.937	 +3.394	NGC 5662         	14 35 37	-56 37 06	  666	 7.968
315.660	 +0.298	Ruprecht 111     	14 35 54	-59 58 00	 1121	 9.150
329.060	+28.027	ESO 447 29       	14 37 27	-29 24 42	 1634	 9.500
315.997	 -0.301	Juchert 10       	14 40 19	-60 22 52	 3200	 8.900
109.867	+44.677	Collinder 285    	14 41 06	+69 34 00	   25	 8.300
315.139	 -2.640	Loden 1373       	14 41 48	-62 52 00	 3412	 7.950
317.528	 +2.084	NGC 5715         	14 43 30	-57 34 37	 1500	 8.900
315.167	 -3.258	Loden 1375       	14 44 18	-63 25 00	 1819	 7.900
317.011	 +0.573	ESO 134 12       	14 44 46	-59 09 54	 2088	 8.900
315.951	 -1.748	Loden 1409       	14 44 56	-61 43 00	 2088	 8.000
314.288	 -6.075	BH 164           	14 48 14	-66 20 12	  440	 8.200
319.529	 +4.544	NGC 5749         	14 48 53	-54 29 54	 1031	 7.728
320.765	 +6.426	Hogg 18          	14 50 43	-52 16 00	 1535	 7.759
317.415	 -1.088	Teutsch 80       	14 53 26	-60 28 57	 2500	 8.100
320.968	 +5.873	NGC 5764         	14 53 32	-52 40 12	 2800	 8.300
306.559	-21.442	ESO 008 06       	14 55 12	-83 25 24	 1380	 9.300
316.829	 -3.111	Ruprecht 112     	14 56 50	-62 33 00	 1764	 8.740
322.442	 +5.946	NGC 5800         	15 01 47	-51 55 06	 1170	 9.200
317.092	 -4.204	Majaess 160      	15 03 26	-63 23 15	     	
321.573	 +3.593	NGC 5822         	15 04 21	-54 23 48	  933	 8.950
314.770	 -8.647	ASCC 78          	15 05 06	-68 23 24	 2400	 8.480
321.125	 +2.460	NGC 5823         	15 05 30	-55 36 12	 1192	 8.900
320.811	 +1.569	FSR 1697         	15 06 42	-56 31 58	  912	 8.060
321.946	 +3.262	Loden 2115       	15 07 42	-54 30 00	 1434	 8.960
320.111	 -0.626	Loden 2045       	15 10 24	-58 47 00	 2056	 6.800
320.516	 -1.200	Pismis 20        	15 15 23	-59 04 00	 3272	 6.864
320.357	 -1.807	Pismis 21        	15 16 49	-59 40 00	 1174	 8.110
321.043	 -0.702	Lynga 3          	15 16 49	-58 22 00	 4164	 8.915
320.042	 -2.865	ASCC 79          	15 19 12	-60 43 48	  800	 6.860
320.821	 -2.054	FSR 1698         	15 20 58	-59 37 40	 1562	 8.560
320.923	 -2.732	ASCC 80          	15 24 36	-60 08 24	 1500	 7.930
324.361	 +1.720	NGC 5925         	15 27 26	-54 31 42	 1170	 9.200
332.073	+12.822	ESO 329 02       	15 27 32	-41 03 12	 1546	 9.300
326.486	 +4.261	Alessi 8         	15 29 33	-51 14 00	  575	 8.150
318.759	 -6.977	ESO 099 06       	15 29 48	-64 51 48	 2231	 9.200
324.654	 +0.656	Lynga 4          	15 33 19	-55 14 11	 1100	 9.110
323.006	 -1.747	Loden 2159       	15 33 39	-58 09 00	 6111	 8.500
325.616	 +1.899	Harvard 9        	15 33 46	-53 40 00	 1478	 8.250
323.083	 -1.945	Loden 2158       	15 35 00	-58 16 00	 6206	 8.500
327.200	 +2.270	Loden 2313       	15 40 49	-52 26 00	 1076	 8.290
324.790	 -1.194	Lynga 5          	15 41 54	-56 39 00	 1753	 8.975
327.507	 +1.986	Loden 2326       	15 43 33	-52 28 30	  900	 8.300
327.900	 +1.800	Johansson 1      	15 46 20	-52 22 54	  570	 8.300
328.836	 +2.848	ASCC 81          	15 46 55	-50 58 48	  700	 8.380
320.555	 -7.741	ASCC 82          	15 47 24	-64 24 36	  800	 8.670
329.531	 +3.270	FSR 1715         	15 48 42	-50 13 06	 1423	 8.485
329.384	 +2.882	FSR 1714         	15 49 30	-50 36 47	 1608	 8.500
343.817	+19.809	NGC 5998         	15 49 34	-28 35 18	 1170	 9.200
325.077	 -2.643	Collinder 292    	15 50 08	-57 37 00	 1500	 8.730
328.102	 +1.106	ASCC 83          	15 50 13	-52 48 00	  600	 8.400
326.008	 -1.925	NGC 5999         	15 52 08	-56 28 24	 2050	 8.600
326.917	 -1.084	Majaess 166      	15 53 21	-55 14 52	     	
323.565	 -5.445	ASCC 84          	15 54 54	-60 44 24	  900	 7.680
333.024	 +5.853	ESO 275 01       	15 55 04	-46 00 54	 1475	 7.850
325.780	 -2.986	NGC 6005         	15 55 48	-57 26 12	 2690	 9.080
324.594	 -4.644	Ruprecht 113     	15 57 03	-59 28 00	  810	 8.230
339.914	+12.950	ESO 389 05       	15 57 50	-36 12 18	 4785	 9.550
328.851	 -0.477	Trumpler 23      	16 00 49	-53 32 10	 1900	 8.950
330.051	 +0.898	Majaess 170      	16 00 52	-51 42 40	     	
328.547	 -0.981	Moffat 1         	16 01 30	-54 07 00	 2100	 7.000
324.551	 -5.884	NGC 6025         	16 03 17	-60 25 54	  756	 7.889
330.369	 +0.323	Lynga 6          	16 04 52	-51 56 00	 1600	 7.430
327.234	 -3.493	Ruprecht 114     	16 06 20	-56 52 00	 2088	 8.900
329.281	 -1.498	NGC 6031         	16 07 35	-54 00 54	 1823	 8.069
330.959	 -0.849	Ruprecht 115     	16 12 52	-52 24 00	 2160	 8.780
329.745	 -2.205	NGC 6067         	16 13 11	-54 13 06	 1417	 8.076
331.468	 -0.597	Pismis 22        	16 14 09	-51 52 00	 1000	 7.600
331.909	 -0.280	Ruprecht 176     	16 14 48	-51 20 00	 2686	 8.760
329.836	 -3.284	Harvard 10       	16 18 48	-54 56 00	 1312	 8.340
327.726	 -5.426	NGC 6087         	16 18 50	-57 56 06	  891	 7.976
333.273	 -0.071	Lynga 8          	16 20 04	-50 13 59	 1050	 9.300
334.543	 +1.070	Lynga 9          	16 20 41	-48 31 44	 1700	 8.850
332.386	 -1.683	Ruprecht 116     	16 23 20	-52 00 00	  900	 8.950
332.491	 -1.623	Ruprecht 117     	16 23 32	-51 53 00	  937	 8.950
334.668	 +0.429	Pismis 23        	16 23 58	-48 53 33	 2600	 8.480
333.089	 -1.187	ESO 226 06       	16 24 14	-51 09 06	 1220	 8.475
325.494	 -8.601	ESO 137 23       	16 24 27	-61 44 30	 1561	 9.550
332.547	 -1.798	Ruprecht 118     	16 24 36	-51 58 00	 1343	 8.110
340.741	 +6.016	NGC 6124         	16 25 20	-40 39 12	  512	 8.147
351.583	+15.734	Collinder 302    	16 26 08	-26 15 00	     	
060.866	+43.876	Dol Dzim 5       	16 27 24	+38 04 00	  900	 9.300
334.917	 -0.198	NGC 6134         	16 27 46	-49 09 06	 1260	 8.950
333.276	 -1.879	Ruprecht 119     	16 28 15	-51 30 00	  956	 6.853
335.088	 -0.302	Hogg 19          	16 28 57	-49 06 00	 3266	 9.100
336.459	 +0.854	Patchick 94      	16 29 36	-47 18 38	 4126	 9.070
332.918	 -3.167	NGC 6152         	16 32 45	-52 38 36	 1030	
339.378	 +2.515	NGC 6169         	16 34 04	-44 02 42	 1007	 7.500
335.222	 -1.427	NGC 6167         	16 34 34	-49 46 18	 1108	 7.887
336.385	 -0.493	Ruprecht 120     	16 35 10	-48 17 00	 2000	 8.180
334.399	 -2.347	Collinder 307    	16 35 20	-51 00 00	 1551	 8.400
338.405	 +1.211	NGC 6178         	16 35 47	-45 38 36	 1014	 7.248
007.616	+24.664	Dolidze 27       	16 36 30	-08 57 00	 2107	 8.970
338.182	 +0.454	Lynga 11         	16 38 09	-46 19 00	 2300	 8.800
340.647	 +2.122	NGC 6192         	16 40 23	-43 22 00	 1547	 8.130
340.370	 +1.869	ESO 277 04       	16 40 25	-43 44 30	 1790	 8.720
336.711	 -1.574	NGC 6193         	16 41 20	-48 45 48	 1155	 6.775
338.714	 +0.106	Ruprecht 121     	16 41 42	-46 09 00	 1239	 8.425
337.996	 -1.069	NGC 6200         	16 44 07	-47 27 48	 2054	 6.928
337.910	 -1.229	Hogg 20          	16 44 30	-47 38 00	 1777	 7.450
061.583	+40.369	Dol Dzim 6       	16 45 24	+38 21 00	  820	 9.700
337.956	 -1.437	Hogg 21          	16 45 37	-47 44 00	 1750	 7.450
335.697	 -3.461	Lynga 12         	16 46 04	-50 45 50	 1000	 8.750
338.560	 -1.040	NGC 6204         	16 46 09	-47 01 00	 1200	 7.900
339.479	 -0.335	BH 197           	16 46 30	-45 51 36	 1633	 7.500
338.561	 -1.143	Hogg 22          	16 46 37	-47 05 00	 1216	 6.780
339.555	 -0.399	Westerlund 1     	16 47 04	-45 50 36	 5500	 6.700
355.061	+12.428	ESO 518 03       	16 47 04	-25 48 42	 1266	 9.170
339.899	 -0.211	ASCC 85          	16 47 31	-45 27 36	 1200	 7.420
327.380	-10.741	ESO 137 43       	16 48 25	-61 45 36	 1659	 8.900
341.605	 +0.909	Lynga 13         	16 48 53	-43 26 00	 1139	 8.920
340.672	 +0.006	NGC 6216         	16 49 24	-44 43 42	 4300	 7.540
333.755	 -5.765	NGC 6208         	16 49 28	-53 43 42	  939	 9.069
341.152	 +0.283	BH 200           	16 49 56	-44 11 00	 1475	 7.350
343.464	 +1.184	NGC 6231         	16 54 10	-41 49 30	 1243	 6.843
344.397	 +1.807	ESO 332 08       	16 54 43	-40 42 30	 1200	 8.170
340.919	 -1.089	Lynga 14         	16 55 04	-45 14 00	  881	 6.712
337.732	 -3.660	FSR 1732         	16 55 05	-49 19 33	 3584	 9.300
344.259	 +1.594	BH 202           	16 55 08	-40 57 00	 1607	 8.050
344.393	 +1.613	Collinder 316    	16 55 30	-40 50 00	 1000	
345.468	 +2.466	NGC 6242         	16 55 33	-39 27 42	 1131	 7.608
344.496	 +1.570	ESO 332 11       	16 56 01	-40 46 48	 1841	 7.100
344.604	 +1.617	BH 205           	16 56 11	-40 40 00	 2160	 7.120
344.727	 +1.597	ESO 332 13       	16 56 40	-40 35 00	 2910	 6.820
344.701	 +1.496	Trumpler 24      	16 57 00	-40 40 00	 1138	 6.919
341.537	 -1.186	NGC 6249         	16 57 41	-44 48 42	  981	 7.386
340.683	 -1.920	NGC 6250         	16 57 56	-45 56 12	  865	 7.415
335.460	 -6.251	NGC 6253         	16 59 05	-52 42 30	 1510	 9.700
347.829	 +3.321	BH 208           	16 59 36	-37 05 00	 3910	 9.550
341.997	 -1.517	NGC 6259         	17 00 45	-44 39 18	 1031	 8.336
330.662	-10.334	Alessi Teutsch 12	17 01 47	-58 57 30	  700	 7.070
346.049	 +1.300	NGC 6268         	17 02 10	-39 43 42	 1080	 7.600
344.966	 +0.458	BH 211           	17 02 11	-41 06 00	 1440	 9.000
355.150	 +8.011	ASCC 87          	17 03 00	-28 27 00	  900	 8.520
339.606	 -4.033	Harvard 13       	17 03 51	-48 05 00	 3612	 9.285
344.439	 -0.454	Teutsch 84       	17 04 20	-42 04 24	 2200	 9.000
002.727	+13.066	ESO 587 04       	17 04 22	-19 27 18	 5271	 9.175
317.717	-19.339	ESO 043 13       	17 04 30	-74 21 30	 1490	 9.315
347.731	 +1.972	NGC 6281         	17 04 41	-37 59 06	  479	 8.497
347.492	 +1.733	ESO 332 20       	17 04 55	-38 19 12	 1695	 8.050
348.904	 +2.608	BH 214           	17 05 42	-36 40 00	 1723	 7.700
341.418	 -3.173	ESO 278 02       	17 06 14	-46 07 18	     	
349.889	 +3.075	ASCC 88          	17 06 47	-35 36 00	 1900	 7.170
345.800	 -0.164	ESO 332 22       	17 07 29	-40 48 48	 1422	 7.995
036.294	+29.166	Dol Dzim 7       	17 10 36	+15 32 00	 1140	 9.300
348.246	 +0.483	FSR 1755         	17 12 20	-38 27 44	     	
347.342	 -0.390	Teutsch 85       	17 13 14	-39 42 23	 1260	 8.780
347.432	 -0.618	Moffat 2         	17 14 28	-39 46 00	     	
347.902	 -0.688	NGC 6318         	17 16 11	-39 25 30	 2100	 8.200
346.782	 -1.513	BH 217           	17 16 18	-40 49 00	 1388	 7.700
351.201	 +1.360	Bochum 13        	17 17 24	-35 33 00	 1077	 6.823
345.279	 -3.056	NGC 6322         	17 18 25	-42 56 00	  996	 7.058
353.997	 +3.009	BH 221           	17 18 39	-32 19 00	  750	 8.010
349.127	 -0.441	BH 222           	17 18 47	-38 17 00	 6000	 7.780
348.703	 -0.767	Havlen Moffat 1  	17 18 54	-38 49 00	 3300	 6.600
351.311	 +0.623	BH 223           	17 20 41	-35 53 00	  414	 7.140
351.146	 +0.475	NGC 6334         	17 20 49	-36 06 12	 1025	 8.700
349.963	 -0.975	Ruprecht 123     	17 23 26	-37 54 00	  714	
328.893	-14.754	Alessi 24        	17 24 01	-62 51 48	  500	 7.030
349.156	 -1.774	Trumpler 25      	17 24 29	-39 01 00	 1818	 8.350
353.165	 +0.895	NGC 6357         	17 24 43	-34 12 06	 1205	 8.600
353.161	 +0.892	Pismis 24        	17 24 43	-34 12 23	 1995	 7.000
340.088	 -7.907	IC 4651          	17 24 49	-49 56 00	  888	 9.057
353.091	 +0.641	AH03 J1725 34.4  	17 25 32	-34 24 20	  290	 6.850
353.011	 +0.256	ESO 392 13       	17 26 52	-34 41 12	  816	 7.950
357.525	 +2.844	Trumpler 26      	17 28 32	-29 29 50	 1000	 8.850
355.856	 +1.644	Antalova 1       	17 28 54	-31 33 00	  850	 8.500
348.501	 -3.403	Ruprecht 125     	17 29 38	-40 28 00	 1500	 8.770
355.172	 +0.987	Antalova 2       	17 29 42	-32 29 00	 3500	 9.100
355.502	 +0.986	Antalova 3       	17 30 34	-32 12 30	 2588	 8.415
351.736	 -1.645	Harvard 16       	17 31 12	-36 48 00	 1467	 7.940
349.195	 -3.341	FSR 1758         	17 31 21	-39 51 09	 7086	 9.200
354.100	 -0.173	Collinder 333    	17 31 31	-34 01 00	  855	 8.900
355.911	 +0.907	BH 231           	17 31 56	-31 54 36	 1699	 6.670
355.117	 +0.209	Antalova 4       	17 32 39	-32 57 24	 1802	 6.000
358.370	 +2.138	IRAS 17301 2917  	17 33 22	-29 10 42	 1215	 7.200
355.690	 +0.041	NGC 6383         	17 34 48	-32 34 00	  985	 6.962
354.285	 -0.917	Ruprecht 126     	17 35 01	-34 16 00	 2325	 8.875
352.601	 -2.166	FSR 1767         	17 35 43	-36 21 28	 1948	 8.675
355.984	 -0.112	Dutra Bica 50    	17 36 10	-32 24 06	     	
355.064	 -0.742	Trumpler 27      	17 36 20	-33 31 00	 1211	 7.063
347.760	 -5.509	ESO 334 02       	17 36 57	-42 13 36	 3210	 9.200
356.010	 -0.304	Trumpler 28      	17 37 00	-32 29 00	 1343	 7.290
353.930	 -1.774	NGC 6396         	17 37 36	-35 01 36	 1192	 7.506
002.201	 +3.445	Dutra Bica 59    	17 37 41	-25 15 00	     	
333.982	-13.805	ESO 139 13       	17 37 41	-58 07 48	 1500	 8.780
352.880	 -2.498	Ruprecht 127     	17 37 51	-36 18 00	 1466	 7.351
017.025	+12.309	Mamajek 2        	17 38 00	-08 06 42	  161	 8.100
351.734	 -3.338	Collinder 338    	17 38 21	-37 43 00	  880	 8.650
353.517	 -2.292	ESO 393 12       	17 38 40	-35 39 06	 8208	10.100
354.288	 -1.916	ASCC 90          	17 39 07	-34 48 00	  500	 8.810
357.399	 +0.001	Majaess 184      	17 39 17	-31 08 46	     	
003.731	 +3.960	Dutra Bica 60    	17 39 20	-23 41 00	 3054	 9.200
355.659	 -1.177	NGC 6404         	17 39 37	-33 14 48	 2400	 8.700
352.582	 -3.242	NGC 6400         	17 40 12	-36 56 54	  950	 8.780
356.580	 -0.777	NGC 6405         	17 40 20	-32 15 12	  487	 7.974
349.987	 -5.145	Trumpler 29      	17 41 31	-40 09 00	  760	 8.690
000.381	 +0.961	Dutra Bica 18    	17 42 48	-28 06 30	     	
344.288	 -8.968	Alessi 9         	17 43 30	-46 58 00	  211	
355.265	 -2.384	ESO 393 15       	17 43 33	-34 13 06	 2471	 9.150
354.778	 -2.863	Ruprecht 128     	17 44 18	-34 53 00	 2486	 9.200
356.932	 -1.549	NGC 6416         	17 44 19	-32 21 42	  741	 8.087
355.677	 -2.383	Collinder 345    	17 44 35	-33 52 00	     	
359.994	 +0.156	Dutra Bica 58    	17 45 00	-28 51 36	 1182	 6.000
359.421	 -0.518	BH 245           	17 46 16	-29 42 00	 1000	 7.170
359.738	 -0.333	Collinder 347    	17 46 18	-29 20 00	 1514	 7.080
030.619	+17.082	IC 4665          	17 46 18	+05 43 00	  352	 7.634
357.940	 -1.605	NGC 6425         	17 47 01	-31 31 48	  778	 7.347
000.314	 -0.193	Dutra Bica 5     	17 47 07	-28 46 06	     	
000.315	 -0.205	Dutra Bica 6     	17 47 10	-28 46 24	     	
003.656	 +1.783	Dutra Bica 45    	17 47 18	-24 53 12	 1192	 9.100
359.221	 -0.960	Ruprecht 130     	17 47 32	-30 06 00	 2100	 7.700
026.749	+14.662	Collinder 350    	17 48 06	+01 18 00	  280	 8.610
353.132	 -4.937	ASCC 91          	17 48 54	-37 21 36	  800	 8.650
000.555	 -0.529	Collinder 351    	17 49 00	-28 44 09	 1310	 8.200
000.144	 -0.844	Ruprecht 131     	17 49 16	-29 15 00	  600	 9.170
358.440	 -1.919	Dutra Bica 51    	17 49 29	-31 15 48	 1346	 6.000
355.393	 -3.759	NGC 6444         	17 49 35	-34 49 12	  560	 9.000
000.549	 -0.814	Dutra Bica 7     	17 50 06	-28 53 12	     	
000.589	 -0.832	Dutra Bica 12    	17 50 16	-28 51 42	     	
000.565	 -0.855	Dutra Bica 10    	17 50 18	-28 53 42	     	
000.584	 -0.869	Dutra Bica 11    	17 50 24	-28 53 06	     	
359.478	 -1.601	NGC 6451         	17 50 41	-30 12 36	 2080	 8.134
015.198	 +7.655	Alessi 31        	17 50 42	-12 00 06	  650	 9.010
001.578	 -0.388	Dutra Bica 31    	17 50 50	-27 47 06	     	
359.767	 -1.873	Basel 5          	17 52 27	-30 06 00	  766	 8.870
001.005	 -1.150	Ruprecht 133     	17 52 29	-28 40 00	 5246	 8.000
000.270	 -1.643	Ruprecht 134     	17 52 43	-29 33 00	 6664	 7.880
001.238	 -1.085	Ruprecht 168     	17 52 46	-28 26 00	 2626	 9.100
029.940	+14.938	NGC 6481         	17 52 48	+04 10 00	 1180	 9.540
000.009	 -1.877	ESO 456 05       	17 53 02	-29 53 36	 1828	 9.000
006.593	 +1.959	NGC 6469         	17 53 12	-22 16 30	 1100	 8.400
002.717	 -0.341	Dutra Bica 40    	17 53 16	-26 46 54	     	
002.212	 -0.643	Czernik 37       	17 53 17	-27 22 10	 1440	 8.400
001.391	 -1.178	Dutra Bica 28    	17 53 29	-28 20 54	 7575	 8.400
355.861	 -4.501	NGC 6475         	17 53 51	-34 47 36	  301	 8.475
357.863	 -3.341	ESO 456 09       	17 53 52	-32 29 00	  750	 9.000
006.180	 +0.846	FSR 0022         	17 56 28	-23 11 34	 4340	 9.650
355.748	 -5.254	Trumpler 30      	17 56 46	-35 16 00	 1000	 8.310
009.894	 +2.834	NGC 6494         	17 57 04	-18 59 06	  628	 8.477
006.584	 +0.783	FSR 0023         	17 57 35	-22 52 32	 2418	 8.700
016.420	 +6.234	Ruprecht 135     	17 58 12	-11 39 00	  810	 9.580
003.890	 -1.031	Dutra Bica 49    	17 58 34	-26 06 54	     	
358.765	 -3.973	ESO 456 29       	17 58 35	-32 01 12	 3007	 9.200
022.282	 +9.328	Pfleiderer 2     	17 58 39	-05 04 18	 5500	 9.000
001.083	 -2.732	Dutra Bica 25    	17 58 55	-29 23 42	     	
005.199	 -0.469	Ruprecht 136     	17 59 18	-24 42 00	 4513	 8.400
005.149	 -0.515	Ruprecht 169     	17 59 22	-24 46 01	 1390	 9.000
001.885	 -2.441	Dutra Bica 32    	17 59 35	-28 33 18	     	
341.353	-13.532	ESO 229 02       	17 59 35	-51 41 06	 2362	 9.700
002.248	 -2.293	Trumpler 31      	17 59 49	-28 10 00	  986	 8.870
011.554	 +3.028	NGC 6507         	17 59 50	-17 27 02	 1230	 8.600
005.286	 -0.585	Ruprecht 138     	17 59 56	-24 40 57	  930	 9.300
004.851	 -0.921	Ruprecht 137     	18 00 16	-25 13 39	 1450	 8.900
006.410	 -0.236	Ruprecht 139     	18 01 03	-23 32 00	  550	 9.050
029.750	+12.517	Collinder 359    	18 01 06	+02 54 00	  249	 7.506
006.388	 -0.499	Bochum 14        	18 02 00	-23 41 00	  578	 6.996
037.378	+15.890	NGC 6525         	18 02 06	+11 01 24	 1436	 9.300
007.952	 +0.328	ESO 589 26       	18 02 14	-21 54 54	 2434	 6.500
007.086	 -0.287	NGC 6514         	18 02 42	-22 58 18	  816	 7.368
002.881	 -2.844	NGC 6520         	18 03 24	-27 53 18	 1900	 8.180
007.907	 -0.030	Teutsch 14a      	18 03 29	-22 07 50	 1720	 8.000
007.677	 -0.355	NGC 6531         	18 04 13	-22 29 24	 1205	 7.070
009.686	 +0.764	FSR 0035         	18 04 16	-20 11 27	 2525	 6.600
006.083	 -1.331	NGC 6530         	18 04 31	-24 21 30	 1330	 6.867
335.282	-17.142	ESO 139 54       	18 04 41	-58 31 24	 1706	 9.100
355.707	 -7.300	NGC 6529         	18 05 29	-36 17 48	     	
008.906	 -0.268	FSR 0031         	18 06 29	-21 22 33	 1468	 8.550
003.600	 -3.250	Collinder 468    	18 06 35	-27 27 36	 7376	 9.500
010.249	 +0.321	FSR 0039         	18 07 05	-19 54 57	 2940	 6.000
007.328	 -1.382	NGC 6546         	18 07 22	-23 17 48	  938	 7.849
008.329	 -1.050	ASCC 93          	18 08 13	-22 15 36	 2500	 7.220
008.504	 -0.984	Majaess 190      	18 08 20	-22 04 32	     	
009.110	 -0.718	vdBergh 113      	18 08 36	-21 25 00	 3470	 7.500
058.099	+22.259	Dol Dzim 9       	18 08 48	+31 32 00	 2330	 9.360
011.762	 +0.648	NGC 6554         	18 08 59	-18 26 06	 1775	 8.620
006.475	 -2.389	ESO 521 38       	18 09 25	-24 31 48	 1800	 8.100
007.138	 -2.137	Collinder 367    	18 09 51	-23 49 42	 1200	 6.840
013.434	 +1.159	NGC 6561         	18 10 30	-16 43 30	 3400	 6.920
002.359	 -5.402	ESO 456 72       	18 12 29	-29 34 36	 1211	 9.490
009.409	 -1.651	NGC 6568         	18 12 44	-21 36 18	 1000	 8.710
007.001	 -3.002	ESO 522 05       	18 12 53	-24 21 50	  660	 9.500
016.710	 +2.245	FSR 0051         	18 13 04	-13 19 51	 4415	 6.100
009.063	 -2.090	NGC 6573         	18 13 41	-22 07 06	  460	 7.000
013.350	 +0.068	FSR 0046         	18 14 20	-17 19 19	 4736	 8.400
011.983	 -0.931	Markarian 38     	18 15 17	-19 00 00	 1471	 6.882
015.545	 +0.914	ASCC 94          	18 15 36	-14 59 24	  850	 8.780
009.283	 -2.534	NGC 6583         	18 15 49	-22 08 12	 2040	 9.000
006.158	 -4.278	ASCC 95          	18 16 05	-25 42 36	 1500	 8.040
352.384	-11.334	ESO 335 05       	18 16 07	-41 03 48	 7562	 9.200
012.733	 -0.871	Collinder 469    	18 16 34	-18 18 42	 1481	 7.799
011.422	 -1.712	NGC 6595         	18 17 04	-19 51 54	 1640	 8.650
012.455	 -1.174	Turner 4         	18 17 08	-18 42 00	 2330	 7.000
012.352	 -1.243	Turner 2         	18 17 11	-18 49 27	 1190	 8.000
017.207	 +1.288	Trumpler 32      	18 17 30	-13 21 00	 1720	 8.480
014.307	 -0.288	NGC 6596         	18 17 33	-16 39 00	 1100	 8.600
012.360	 -1.342	Turner 3         	18 17 34	-18 51 50	 1790	 7.460
